BillingAccountId,ChargePeriodStart,ChargePeriodEnd,ProviderName,ServiceCategory,ServiceName,ResourceId,ResourceName,ResourceType,RegionId,ConsumedQuantity,ConsumedUnit,PricingCategory,ListCost,BilledCost,EffectiveCost,BillingCurrency,Tags,x_UtilizationPct
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,37.3870,37.3870,37.3870,USD,"{""env"":""prod"",""team"":""api""}",63.2
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,15.4930,15.4930,15.4930,USD,"{""env"":""prod"",""team"":""web""}",30.4
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,4.8893,4.8893,4.8893,USD,"{""env"":""dev"",""team"":""platform""}",13.8
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,38.75,USD,On-Demand,38.7517,38.7517,38.7517,USD,"{""env"":""prod"",""team"":""data""}",54.0
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,21.09,USD,On-Demand,21.0863,21.0863,21.0863,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,933.4,GB-Month,On-Demand,18.6679,18.6679,18.6679,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,651.9,GB-Month,On-Demand,13.0383,13.0383,13.0383,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,11.8275,11.8275,11.8275,USD,"{""env"":""prod"",""team"":""api""}",44.3
acct-0001,2026-04-16T00:00:00Z,2026-04-17T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,22.95,USD,On-Demand,22.9489,22.9489,22.9489,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,36.8454,22.1073,22.1073,USD,"{""env"":""prod"",""team"":""api""}",70.6
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,22.4589,22.4589,22.4589,USD,"{""env"":""prod"",""team"":""web""}",45.6
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,12.2086,12.2086,12.2086,USD,"{""env"":""staging"",""team"":""web""}",2.8
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,18.5947,18.5947,18.5947,USD,"{""env"":""dev"",""team"":""platform""}",5.5
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,53.08,USD,On-Demand,53.0779,53.0779,53.0779,USD,"{""env"":""prod"",""team"":""data""}",71.2
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,14.72,USD,On-Demand,14.7243,14.7243,14.7243,USD,"{""env"":""prod"",""team"":""data""}",17.6
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,492.5,GB-Month,On-Demand,9.8502,9.8502,9.8502,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1821.8,GB-Month,On-Demand,36.4364,36.4364,36.4364,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,21.24,USD,On-Demand,21.2439,21.2439,21.2439,USD,"{""env"":""prod"",""team"":""api""}",65.7
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Compute,AWS Lambda,fn-api,api-functions,1024 MB,us-east-1,11.68,USD,On-Demand,11.6788,11.6788,11.6788,USD,"{""env"":""prod"",""team"":""api""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Networking,Amazon CloudFront,cf-dist,cdn-distribution,Global,global,16.05,USD,On-Demand,16.0491,16.0491,16.0491,USD,"{""env"":""prod"",""team"":""web""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,AWS,Networking,AWS Data Transfer,dt-out,data-transfer,Outbound,us-east-1,33.82,USD,On-Demand,33.8193,33.8193,33.8193,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Compute,Virtual Machines,vm-prod,prod-vms,Standard_D4s_v3,eastus,120,Hours,Committed,23.9231,14.3539,14.3539,USD,"{""env"":""prod"",""team"":""web""}",78.7
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Compute,Azure Kubernetes Service,aks-prod,aks-cluster,Standard_D8s_v3,eastus,72,Hours,On-Demand,24.1235,24.1235,24.1235,USD,"{""env"":""prod"",""team"":""api""}",64.5
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Compute,Virtual Machines,vm-staging,staging-vms,Standard_B4ms,eastus,96,Hours,On-Demand,16.5514,16.5514,16.5514,USD,"{""env"":""staging"",""team"":""web""}",15.0
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Databases,Azure SQL Database,sql-primary,sql-primary,BC_Gen5_8,eastus,76.04,USD,On-Demand,76.0430,76.0430,76.0430,USD,"{""env"":""prod"",""team"":""data""}",48.8
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Databases,Azure Cosmos DB,cosmos-main,cosmos-db,400 RU/s,eastus,19.52,USD,On-Demand,19.5163,19.5163,19.5163,USD,"{""env"":""prod"",""team"":""api""}",36.0
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-data,blob-storage,Hot,eastus,1274.6,GB-Month,On-Demand,25.4917,25.4917,25.4917,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-archive,archive-storage,Hot,eastus,1642.7,GB-Month,On-Demand,32.8543,32.8543,32.8543,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Compute,App Service,app-svc,app-service,P2v3,eastus,48,Hours,On-Demand,17.0891,17.0891,17.0891,USD,"{""env"":""prod"",""team"":""web""}",36.4
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Compute,Azure Functions,func-main,functions,EP1,eastus,24,Hours,On-Demand,8.9036,8.9036,8.9036,USD,"{""env"":""prod"",""team"":""api""}",30.5
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,Azure,Networking,Bandwidth,bw-out,bandwidth,Outbound,eastus,32.18,USD,On-Demand,32.1774,32.1774,32.1774,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,37.2523,37.2523,37.2523,USD,"{""env"":""prod"",""team"":""api""}",65.3
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,12.7177,12.7177,12.7177,USD,"{""env"":""prod"",""team"":""web""}",40.9
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,5.4151,5.4151,5.4151,USD,"{""env"":""dev"",""team"":""platform""}",12.5
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,36.94,USD,On-Demand,36.9449,36.9449,36.9449,USD,"{""env"":""prod"",""team"":""data""}",45.3
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,24.29,USD,On-Demand,24.2912,24.2912,24.2912,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,925.9,GB-Month,On-Demand,18.5175,18.5175,18.5175,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,651.3,GB-Month,On-Demand,13.0269,13.0269,13.0269,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,11.0451,11.0451,11.0451,USD,"{""env"":""prod"",""team"":""api""}",38.4
acct-0001,2026-04-17T00:00:00Z,2026-04-18T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,24.08,USD,On-Demand,24.0843,24.0843,24.0843,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,36.8649,22.1190,22.1190,USD,"{""env"":""prod"",""team"":""api""}",63.0
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,28.3670,28.3670,28.3670,USD,"{""env"":""prod"",""team"":""web""}",40.3
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,13.4161,13.4161,13.4161,USD,"{""env"":""staging"",""team"":""web""}",2.3
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,14.5091,14.5091,14.5091,USD,"{""env"":""dev"",""team"":""platform""}",8.5
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,44.51,USD,On-Demand,44.5094,44.5094,44.5094,USD,"{""env"":""prod"",""team"":""data""}",51.1
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,14.28,USD,On-Demand,14.2817,14.2817,14.2817,USD,"{""env"":""prod"",""team"":""data""}",24.2
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,489.2,GB-Month,On-Demand,9.7836,9.7836,9.7836,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1780.3,GB-Month,On-Demand,35.6062,35.6062,35.6062,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,19.77,USD,On-Demand,19.7747,19.7747,19.7747,USD,"{""env"":""prod"",""team"":""api""}",43.7
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Compute,AWS Lambda,fn-api,api-functions,1024 MB,us-east-1,6.21,USD,On-Demand,6.2122,6.2122,6.2122,USD,"{""env"":""prod"",""team"":""api""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Networking,Amazon CloudFront,cf-dist,cdn-distribution,Global,global,15.67,USD,On-Demand,15.6660,15.6660,15.6660,USD,"{""env"":""prod"",""team"":""web""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,AWS,Networking,AWS Data Transfer,dt-out,data-transfer,Outbound,us-east-1,34.97,USD,On-Demand,34.9723,34.9723,34.9723,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Compute,Virtual Machines,vm-prod,prod-vms,Standard_D4s_v3,eastus,120,Hours,Committed,24.3537,14.6122,14.6122,USD,"{""env"":""prod"",""team"":""web""}",59.3
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Compute,Azure Kubernetes Service,aks-prod,aks-cluster,Standard_D8s_v3,eastus,72,Hours,On-Demand,24.5941,24.5941,24.5941,USD,"{""env"":""prod"",""team"":""api""}",54.7
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Compute,Virtual Machines,vm-staging,staging-vms,Standard_B4ms,eastus,96,Hours,On-Demand,17.3945,17.3945,17.3945,USD,"{""env"":""staging"",""team"":""web""}",21.3
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Databases,Azure SQL Database,sql-primary,sql-primary,BC_Gen5_8,eastus,78.61,USD,On-Demand,78.6084,78.6084,78.6084,USD,"{""env"":""prod"",""team"":""data""}",45.8
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Databases,Azure Cosmos DB,cosmos-main,cosmos-db,400 RU/s,eastus,21.03,USD,On-Demand,21.0296,21.0296,21.0296,USD,"{""env"":""prod"",""team"":""api""}",26.4
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-data,blob-storage,Hot,eastus,1308.7,GB-Month,On-Demand,26.1731,26.1731,26.1731,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-archive,archive-storage,Hot,eastus,1640.1,GB-Month,On-Demand,32.8012,32.8012,32.8012,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Compute,App Service,app-svc,app-service,P2v3,eastus,48,Hours,On-Demand,19.2565,19.2565,19.2565,USD,"{""env"":""prod"",""team"":""web""}",42.3
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Compute,Azure Functions,func-main,functions,EP1,eastus,24,Hours,On-Demand,5.7964,5.7964,5.7964,USD,"{""env"":""prod"",""team"":""api""}",3.9
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,Azure,Networking,Bandwidth,bw-out,bandwidth,Outbound,eastus,29.93,USD,On-Demand,29.9343,29.9343,29.9343,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,42.9496,42.9496,42.9496,USD,"{""env"":""prod"",""team"":""api""}",56.2
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,15.5098,15.5098,15.5098,USD,"{""env"":""prod"",""team"":""web""}",31.3
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,4.6398,4.6398,4.6398,USD,"{""env"":""dev"",""team"":""platform""}",13.9
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,41.56,USD,On-Demand,41.5628,41.5628,41.5628,USD,"{""env"":""prod"",""team"":""data""}",41.8
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,26.23,USD,On-Demand,26.2285,26.2285,26.2285,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,943.3,GB-Month,On-Demand,18.8667,18.8667,18.8667,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,646.2,GB-Month,On-Demand,12.9237,12.9237,12.9237,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,6.9254,6.9254,6.9254,USD,"{""env"":""prod"",""team"":""api""}",14.9
acct-0001,2026-04-18T00:00:00Z,2026-04-19T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,24.89,USD,On-Demand,24.8903,24.8903,24.8903,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,38.2182,22.9309,22.9309,USD,"{""env"":""prod"",""team"":""api""}",61.5
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,24.8757,24.8757,24.8757,USD,"{""env"":""prod"",""team"":""web""}",35.5
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,15.3115,15.3115,15.3115,USD,"{""env"":""staging"",""team"":""web""}",8.4
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,15.2514,15.2514,15.2514,USD,"{""env"":""dev"",""team"":""platform""}",19.4
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,37.26,USD,On-Demand,37.2580,37.2580,37.2580,USD,"{""env"":""prod"",""team"":""data""}",61.4
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,12.33,USD,On-Demand,12.3293,12.3293,12.3293,USD,"{""env"":""prod"",""team"":""data""}",27.2
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,489.1,GB-Month,On-Demand,9.7820,9.7820,9.7820,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1794.6,GB-Month,On-Demand,35.8917,35.8917,35.8917,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,20.49,USD,On-Demand,20.4867,20.4867,20.4867,USD,"{""env"":""prod"",""team"":""api""}",56.7
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Compute,AWS Lambda,fn-api,api-functions,1024 MB,us-east-1,7.08,USD,On-Demand,7.0837,7.0837,7.0837,USD,"{""env"":""prod"",""team"":""api""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Networking,Amazon CloudFront,cf-dist,cdn-distribution,Global,global,14.12,USD,On-Demand,14.1222,14.1222,14.1222,USD,"{""env"":""prod"",""team"":""web""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,AWS,Networking,AWS Data Transfer,dt-out,data-transfer,Outbound,us-east-1,38.76,USD,On-Demand,38.7615,38.7615,38.7615,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Compute,Virtual Machines,vm-prod,prod-vms,Standard_D4s_v3,eastus,120,Hours,Committed,22.0520,13.2312,13.2312,USD,"{""env"":""prod"",""team"":""web""}",60.6
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Compute,Azure Kubernetes Service,aks-prod,aks-cluster,Standard_D8s_v3,eastus,72,Hours,On-Demand,28.9126,28.9126,28.9126,USD,"{""env"":""prod"",""team"":""api""}",36.7
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Compute,Virtual Machines,vm-staging,staging-vms,Standard_B4ms,eastus,96,Hours,On-Demand,15.5879,15.5879,15.5879,USD,"{""env"":""staging"",""team"":""web""}",12.3
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Databases,Azure SQL Database,sql-primary,sql-primary,BC_Gen5_8,eastus,70.35,USD,On-Demand,70.3455,70.3455,70.3455,USD,"{""env"":""prod"",""team"":""data""}",57.0
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Databases,Azure Cosmos DB,cosmos-main,cosmos-db,400 RU/s,eastus,19.16,USD,On-Demand,19.1589,19.1589,19.1589,USD,"{""env"":""prod"",""team"":""api""}",24.5
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-data,blob-storage,Hot,eastus,1278.4,GB-Month,On-Demand,25.5689,25.5689,25.5689,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-archive,archive-storage,Hot,eastus,1638.2,GB-Month,On-Demand,32.7640,32.7640,32.7640,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Compute,App Service,app-svc,app-service,P2v3,eastus,48,Hours,On-Demand,20.1283,20.1283,20.1283,USD,"{""env"":""prod"",""team"":""web""}",41.4
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Compute,Azure Functions,func-main,functions,EP1,eastus,24,Hours,On-Demand,5.6443,5.6443,5.6443,USD,"{""env"":""prod"",""team"":""api""}",14.6
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,Azure,Networking,Bandwidth,bw-out,bandwidth,Outbound,eastus,31.66,USD,On-Demand,31.6637,31.6637,31.6637,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,38.7080,38.7080,38.7080,USD,"{""env"":""prod"",""team"":""api""}",59.6
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,12.9612,12.9612,12.9612,USD,"{""env"":""prod"",""team"":""web""}",29.1
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,4.4474,4.4474,4.4474,USD,"{""env"":""dev"",""team"":""platform""}",10.0
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,40.16,USD,On-Demand,40.1560,40.1560,40.1560,USD,"{""env"":""prod"",""team"":""data""}",46.3
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,21.07,USD,On-Demand,21.0716,21.0716,21.0716,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,929.8,GB-Month,On-Demand,18.5960,18.5960,18.5960,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,646.1,GB-Month,On-Demand,12.9217,12.9217,12.9217,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,7.3017,7.3017,7.3017,USD,"{""env"":""prod"",""team"":""api""}",16.0
acct-0001,2026-04-19T00:00:00Z,2026-04-20T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,26.45,USD,On-Demand,26.4541,26.4541,26.4541,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-04-20T00:00:00Z,2026-04-21T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,37.9271,22.7563,22.7563,USD,"{""env"":""prod"",""team"":""api""}",83.4
acct-0001,2026-04-20T00:00:00Z,2026-04-21T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,24.4575,24.4575,24.4575,USD,"{""env"":""prod"",""team"":""web""}",41.2
acct-0001,2026-04-20T00:00:00Z,2026-04-21T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,15.0198,15.0198,15.0198,USD,"{""env"":""staging"",""team"":""web""}",12.9
acct-0001,2026-04-20T00:00:00Z,2026-04-21T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,17.7104,17.7104,17.7104,USD,"{""env"":""dev"",""team"":""platform""}",9.1
